NaviAddr	StreetAddr
240993	Søholmvej 24
240994	Søhøjen 24
240995	Sølvmågevej 24
240996	Sølyst, Haveforening 24
240997	Sølystgade 24
240998	Sølystvej 24
240999	Sønder Alle 24
241046	Søndergade 24
241047	Sønderholmvænget 24
241048	Søndersøvej 24
241049	Søndervangen 24
241050	Søndre Ringgade 24
241051	Søren Frichs Vej 24
241052	Søskrænten 24
241053	Søsterhøjvej 24
241054	Søsvinget 24
241055	Søtoften 24
241056	Søvang, Haveforening 24
241057	Tammerisvej 24
241058	Tandervej 24
241059	Teglbakken 24
241060	Ternevej 24A
241061	Ternevej 24B
241062	Themsvej 24
241063	Thit Jensens Gade 24
241064	Thomas Thaarups Vej 24
241065	Thornbæks Alle 24
241066	Thorshavnsgade 24
241067	Thunøgade 24
241068	Tilst Bypark 24
241069	Tilst Skolevej 24
241070	Tilst Søndervej 24A
241071	Tilst Søndervej 24B
241072	Tilst Vestervej 24
241073	Tingstedet 24
241074	Tirstrupvej 24
241075	Tisetvej 24
241076	Tjelevej 24
241077	Tjørnehegnet 24
241078	Tjørnevænget 24
241079	Toftebakken 24
241080	Toftesvinget 24
241081	Tokkerbakken 24
241082	Topasvej 24
241083	Tordenskjoldsgade 24
241084	Tornebakken 24
241085	Tornhøjvej 24
241086	Torshøjvænget 24
241087	Torstilgårdsvej 24
241088	Torvevænget 24
241089	Tousparken 24
241090	Tousvej 24
241091	Tranbjerg Hovedgade 24A
241092	Tranbjerg Hovedgade 24B
241093	Tranbjerg Midtpunkt 24
241094	Tranbjerg Stationsvej 24
241095	Tranbjergvej 24
241096	Tranbjergvej 24A
241097	Tranebærvej 24
241098	Trankærgårdsvej 24
241099	Trankær Vænge 24
241100	Trepkasgade 24
241101	Trige Centervej 24
241102	Trige Møllevej 24
241103	Trillegården, Haveforening 24
241104	Trillegårdsvej 24
241105	Trojavej 24
241106	Tronkærgårdsvej 24
241107	Tronkærlund 24
241108	Truevej 24
241109	Trøjborgvej 24
241110	Tuestensvej 24
241111	Tulipanvej 24
241112	Tulshøjvej 24
241113	Tværmarksvej 24
241114	Tålforvej 24
241115	Tåstumvænget 24
241116	Udsigten 24
241117	Under Lindene 24
241118	Under Rønnene 24
241119	Urmagertoften 24
241120	Viggo Stuckenbergs Vej 24
241121	Valmuevej 24
241122	Veilgårdsparken 24
241123	Vegavej 24
241124	Vejlby Ringvej 24
241125	Vejlby Toften 24
241126	Vejlby Vænge 24
241127	Vejlbygade 24
241128	Vermundsgade 24
241129	Vester Alle 24A
241130	Vester Alle 24B
241131	Vester Alle 24C
241132	Vesterbrogade 24
241133	Vesterbrogade 24B
241134	Vestergade 24
241135	Vestergårdsvangen 24
241136	Vestergårdsparken 24
241137	Vestergårdsvej 24
241138	Vesterled, Haveforening 24
241139	Vestermøllevej 24
241140	Vestervang 24
241141	Vestervej 24
241142	Vestervænget 24
241143	Vestre Havevej 24
241144	Vestre Skovvej 24
241145	Vestre Tingskovvej 24
241146	Vibevej 24
241147	Vibevænget 24
241148	Viborgvej 24
241149	Vibyvej 24
241150	Vidtskuevej 24
241151	Vilhelm Becks Vej 24
241152	Violvej 24
241153	Virup Skovvej 24
241154	Visbjerg Hegn 24
241155	Vistoftparken 24
241156	Voldbjergvej 24
241157	Voldbækvej 24
241158	Volden 24
241159	Vorrevej 24
241160	Vosnæsparken 24
241161	Vosnæsvej 24
241162	Vølundsvej 24
241163	Vårkjærvej 24
241164	Willemoesgade 24
241165	Ydunsvej 24
241166	Yrsavej 24
241167	Æblevænget 24
241168	Ølstedvej 24
241169	Ørnebakken 24
241170	Ørnedalen 24
241171	Ørnegårdsvej 24
241172	Ørnehøjen 24
241173	Ørnelunden 24
241174	Ørneredevej 24
241175	Ørnevænget 24
241176	Ørnsøvej 24
241177	Ørvadsvej 24
241178	Østerby Alle 24
241179	Østergade 24
241180	Østergårdstoften 24
241181	Østerløkken 24
241182	Østermarksvej 24
241183	Østervang 24
241184	Østervænget 24
241185	Østre Strandalle 24
241186	Østrevej 24
241187	Åbrinken, Haveforening 24
241188	Åbyhøjgård 24
241189	Åbyhøjvej 24
241190	Åbyvænget 24
241191	Ådalsvej 24
241192	Åkrogs Strandvej 24
241193	Ålborggade 24
241194	Ålykkevej 24
241195	Åskrænten 24
241196	Åtoften 24
241197	Åvænget 24
230056	Abildgade 23
230057	Abildhaven 23
230058	Abildhøjvej 23
230059	Abildvej 23
230060	Absalonsgade 23
230061	Acervej 23
230062	Adelvej 23
230063	Agerbærvej 23
230064	Agernvej 23
230065	Agertoften 23
230066	Agervej 23
230067	Agerøvej 23
230068	Agerøvej 23A
230069	Ajstrupvej 23
230070	Ajstrup Strandvej 23
230071	Albert Naurs Vej 23
230072	Aldersrovej 23A
230073	Aldersrovej 23B
230074	Aldersrovej 23D
230075	Aldersrovej 23C
230076	Alsvej 23
230077	Amaliegade 23
230078	Ametystvej 23
230079	Anelystparken 23
230080	Anker Jensens Vej 23
230081	Ankersgade 23
230082	Annekærvej 23
230083	Annettevej 23
230084	Aprilvej 23
230085	Araliavej 23
230086	Arendalsvej 23
230087	Arnegårdsvej 23
230088	Arresøvej 23
230089	Askehøjvej 23
230090	Askelunden 23
230091	Askøvænget 23
230092	Asmusvænget 23
230093	Attikavej 23
230094	Augustenborggade 23D
230095	Augustenborggade 23E
230096	Augustenborggade 23F
230097	B.S.Ingemanns Vej 23
230098	Bakkefaldet 23
230099	Bakkegårdsvej 23
230100	Bakkehegnet 23
230101	Bakkekammen 23
230102	Bakkely 23
230103	Balagervej 23
230104	Baldrianvej 23
230105	Balskildevej 23
230106	Balskærvej 23
230107	Balticagade 23
230108	Banegårdsgade 23
230109	Bangsboparken 23
230110	Baunevej 23
230111	Bavnegårdsvej 23
230112	Bavnebakken 23
230113	Beder Landevej 23
230114	Bedervej 23
230115	Begoniavej 23
230116	Bentesvej 23
230117	Bernstorffsvej 23
230118	Besservej 23
230119	Betulavej 23
230120	Bildbjergvej 23
230121	Birgittevej 23
230122	Birkebakken 23
230123	Birkehaven 23
230124	Birkevangen 23
230125	Birkevej 23
230126	Birksøvej 23
230127	Bispehavevej 23
230128	Bjarkesvej 23
230129	Bjerringsvej 23
230130	Bjødstrup Mose, Haveforening 23
230131	Bjødstrupvej 23
230132	Bjørnholms Alle 23
230133	Bjørnholt 23
230134	Bjørnkærvej 23
230135	Bjørnøvænget 23
230136	Blomsterhaven 23
230137	Blomsterlunden 23
230138	Blomstervænget 23
230139	Blåbærhaven 23
230140	Blåhøjtoften 23
230141	Blåhøjvænget 23
230142	Blåmejsevej 23
230143	Blåmunkevej 23
230144	Bogfinkevej 23
230145	Bogøvænget 23
230146	Bondehaven 23
230147	Borrevænget 23
230148	Borum Byvej 23
230149	Brabrand Haveforening Af 1967 23
230150	Brabrand Skovvej 23
230151	Brabrand Skovvej 23A
230152	Brabrand Skovvej 23B
230153	Brabrand Skovvej 23C
230154	Brabrand Skovvej 23D
230155	Brabrand Skovvej 23E
230156	Bragesvej 23
230157	Brammersgade 23
230158	Bredgade 23
230159	Bredkær Parkvej 23
230160	Bredkær Vænge 23
230161	Bredkær Tværvej 23
230162	Brendstrupvej 23
230163	Brendstrupgårdsvej 23
230164	Brohaven 23A
230165	Brohaven 23B
230166	Brombærhaven 23
230167	Brombærvej 23
230168	Bronzealdervej 23A
230169	Bronzealdervej 23B
230170	Bronzealdervej 23C
230171	Bronzealdervænget 23
230172	Brovænget 23
230173	Brushøjvej 23
230174	Brynhøjvænget 23
230175	Bugthusene 23
230176	Bushøjvænget 23
230177	Byagervænget 23
230178	Bygaden 23
230179	Bygmarken 23
230180	Bygmarksvej 23
230181	Bygvangen 23
230182	Byleddet 23
230183	Byløkken 23
230184	Bymandsvej 23
230185	Bymosevej 23
230186	Bystævnet 23
230187	Bysvinget 23
230188	Bülowsgade 23
230189	Bækkelundsvej 23
230190	Bækvej 23
230191	Bærmosehøjen 23
230192	Bærmosevej 23
230193	Bøgehaven 23
230194	Bøgekildevej 23
230195	Bøgekildevej 23A
230196	Bøgeskovparken 23
230197	Bøgevangen 23
230198	Bøgevænget 23
230199	Bøggildsvej 23
230200	Børglumvej 23
230201	Børup Tværvej 23
230202	Børupvej 23
230203	C.A.Thyregods Vej 23
230204	Carit Etlars Vej 23
230205	Carl Blochs Gade 23
230206	Carl Jensens Vej 23
230207	Casper Møllers Vej 23
230208	Charlottehøj, Haveforening 23
230209	Chr.Winthers Vej 23
230210	Chr.Wærums Gade 23
230211	Christian X's Vej 23
230212	Christen Købkes Gade 23
230213	Christiansholmsvej 23
230214	Cort Adelers Gade 23
230215	Dagland 23
230216	Dalgas Avenue 23
230217	Dalhøjvænget 23
230218	Dalvej 23
230219	Damagervej 23
230220	Damgårdsvej 23
230221	Damgårdstoften 23
230222	Damtoften 23A
230223	Damtoften 23B
230224	Damvej 23
230225	Damvej 23A
230226	Dannebrogsgade 23A
230227	Dannebrogsgade 23B
230228	Dannebrogsgade 23C
230229	Dannebrogsgade 23D
230230	Dannebrogsgade 23E
230231	Dannebrogsgade 23F
230232	Dannebrogsgade 23G
230233	Dannebrogsgade 23H
230234	Dannebrogsgade 23K
230235	Dansgade 23
230236	Degnebakken 23
230237	Delfivej 23
230238	Digevænget 23
230239	Digtergangen 23
230240	Dortesvej 23
230241	Dr.Holsts Vej 23
230242	Dronning Margrethes Vej 23
230243	Drejøvænget 23
230244	Dybbølvej 23
230245	Dybedalen 23
230246	Dybkjær, Haveforening 23
230247	Dybkjærvej 23A
230248	Dybkjærvej 23B
230249	Dybkjærvej 23C
230250	Dyrehavevej 23
230251	Eckersbergsgade 23
230252	Edderfuglevej 23
230253	Edisonsvej 23
230254	Edithsvej 23
230255	Egebjergvej 23
230256	Egebæksvej 23
230257	Egehaven 23
230258	Egeskellet 23
230259	Egevangen 23
230260	Egevej 23
230261	Egevænget 23
230262	Eghovedvej 23
230263	Eghøjvej 23
230264	Eghøjvej 23A
230265	Eghøjvej 23B
230266	Eghøjvej 23C
230267	Egå Mosevej 23
230268	Egå Engvej 23
230269	Egå Møllevej 23
230270	Egåvej 23
230271	Elevvej 23
230272	Elkjærvej 23
230273	Ellebjergvej 23
230274	Ellebrinken 23
230275	Ellebæk Parkvej 23
230276	Ellebækvej 23
230277	Ellemarksvej 23
230278	Ellemosevej 23
230279	Ellemosevænget 23
230280	Elleparken 23
230281	Elmehøjvej 23
230282	Elmehaven 23
230283	Elmevej 23
230284	Elmsager 23
230285	Elsted Kirkevej 23
230286	Elsdyrvej 23
230287	Elsted Byvej 23
230288	Elstedhøj 23
230289	Elstedvænge 23
230290	Elverumvej 23
230291	Emiliedalen 23
230292	Enebærvej 23
230293	Enemærket 23
230294	Engblommevej 23
230295	Engdalgårdsvej 23
230296	Engdraget 23A
230297	Engdraget 23B
230298	Enghaven, Haveforening 23
230299	Engmarksvej 23
230300	Engskovbakken 23
230301	Engskovvej 23
230302	Engsvinget 23
230303	Engvangen 23A
230304	Engvangen 23B
230305	Enøvænget 23
230306	Ertebjerg 23A
230307	Ertebjerg 23B
230308	Espedalen 23
230309	Espegårdsvej 23
230310	Espenhøjvej 23
230311	Eugen Warmings Vej 23
230312	Falstersgade 23
230313	Farsundsvej 23
230314	Farøvænget 23
230315	Fasanvej 23
230316	Fasanvænget 23
230317	Fastrupvej 23
230318	Februarvej 23
230319	Fejøvænget 23
230320	Fenrisvej 23
230321	Filippavej 23
230322	Filmbyen 23
230323	Finlandsgade 23
230324	Fjordvej 23
230325	Flakvej 23
230326	Flintebakken 23
230327	Florasvej 23
230328	Fløjstrupvej 23
230329	Forteledet 23
230330	Framlev Korsvej 23
230331	Framlevvej 23
230332	Framlevvej 23A
230333	Fredensborgparken 23
230334	Fredensgade 23
230335	Fredensgårdsvej 23
230336	Frederik Barfoeds Vej 23
230337	Frederiksholmsvej 23
230338	Frejasvej 23
230339	Fridtjof Nansens Vej 23
230340	Frisenholt 23
230341	Fritiden, Haveforening 23
230342	Fruensbakke 23
230343	Frydenlund, Haveforening 23
230344	Frydenlunds Alle 23
230345	Frømosevej 23A
230346	Frømosevej 23B
230347	Fuglebakkevej 23
230348	Fuglesangs Alle 23
230349	Fuglsøvej 23
230350	Fynsgade 23
230351	Fåborggade 23
230352	Gammel Bedervej 23
230353	Gammel Holmevej 23
230354	Gammel Kaløvej 23
230355	Gammel Landevej 23
230356	Gammel Viborgvej 23
230357	Gammel Østergårdsvej 23
230358	Gartnerhaven 23
230359	Gartnerparken 23
230360	Gartnervænget 23
230361	Gavnøvænget 23
230362	Geding Byvej 23
230363	Geding Byvej 23B
230364	Geding Byvej 23C
230365	Gedingvej 23
230366	Gentoftevej 23
230367	Georgsmindevej 23
230368	Glænøvænget 23
230369	Godfred Hansens Vej 23
230370	Graham Bells Vej 23B
230371	Graham Bells Vej 23C
230372	Graham Bells Vej 23A
230373	Granvej 23
230374	Graven 23
230375	Grenåvej 23
230376	Grumstolsvej 23
230377	Grundtvigsvej 23
230378	Grydhøjvej 23
230379	Grænsen, Haveforening 23
230380	Græsvangen 23
230381	Grøndalsvej 23
230382	Grønhøjvej 23
230383	Guldregnvej 23
230384	Guldsmedgade 23
230385	Gustav Holms Vej 23
230386	Gustav Wieds Vej 23
230387	Gyldenkronesvej 23
230388	H.C.Andersens Vej 23
230389	H.C.Ørsteds Vej 23
230390	Harald Giersings Allé 23
230391	Haldsøvej 23
230392	Halmøvænget 23
230393	Hammervænget 23
230394	Hamphøjvej 23
230395	Hans Broges Gade 23
230396	Hans Broges Vej 23
230397	Hans Olsens Vej 23
230398	Hans Tausens Vej 23
230399	Hanstholmvej 23
230400	Harald Kiddes Vej 23
230401	Haraldsgade 23
230402	Hasle Ringvej 23
230403	Haslegårdsvej 23
230404	Haslegårdsvænget 23
230405	Haslehøjvej 23
230406	Haslevangsvej 23
230407	Hasselager Centervej 23
230408	Hasselbakken 23
230409	Hasselhaven 23
230410	Hasselhøj 23
230411	Hasseltoften 23
230412	Hasselengen 23A
230413	Hasselengen 23B
230414	Hasselvangen 23
230415	Hattemagertoften 23
230416	Haugesundsvej 23
230417	Haurumsvej 23
230418	Havagervej 23
230419	Haveforeningen Af 10.Maj 1918 23
230420	Haveforening Af 1934 23
230421	Havgårdsvej 23
230422	Havkærparken 23
230423	Havkærvej 23
230424	Havkærvænget 23
230425	Havlundsvej 23
230426	Havmågevej 23
230427	Havrebakken 23
230428	Havremarken 23
230429	Havtornvej 23
230430	Havtornvej 23A
230431	Hedeskovvej 23
230432	Hedeskovvej 23A
230433	Hedevej 23
230434	Heibergsgade 23
230435	Heidesvej 23
230436	Hejrebakken 23
230437	Helenelyst 23
230438	Helga Pedersens Gade 23
230439	Helge Rodes Vej 23
230440	Helgesvej 23
230441	Helgolandsgade 23
230442	Helsingforsgade 23
230443	Henrik Hertz Vej 23
230444	Herambsgade 23
230445	Herluf Trolles Gade 23A
230446	Herluf Trolles Gade 23B
230447	Hestehavevej 23
230448	Hindbærhaven 23
230449	Hindøvænget 23
230450	Hirtshalsvej 23
230451	Hjelmagervej 23
230452	Hjelmagervænget 23
230453	Hjelmensgade 23
230454	Hjortensgade 23
230455	Hjortshøjparken 23
230456	Hjulbjergvej 23A
230457	Hjulbjergvej 23B
230458	Hjulbjergvej 23C
230459	Hjulgårdsvej 23
230460	Holbergsgade 23
230461	Holme Møllevej 23
230462	Holme Parkvej 23
230463	Holmegårdsvej 23
230464	Holmevangen 23
230465	Holmkærvej 23
230466	Holmstruphøjvej 23
230467	Horsevænget 23
230468	Hortensiavej 23
230469	Hougårdsvej 23
230470	Hovedgaden 23
230471	Humlehaven, Haveforening 23
230472	Humlevej 23
230473	Hundkærvej 23
230474	Hvedebjergvej 23
230475	Hvedemarken 23
230476	Hybenhaven 23
230477	Hybenvænget 23
230478	Hyldehaven 23
230479	Hyrdedamsvej 23
230480	Hyrdevænget 23
230481	Hæstvej 23
230482	Høgemosevej 23
230483	Høgevej 23
230484	Høgevænget 23
230485	Højager 23
230486	Højagerparken 23
230487	Højbyvej 23
230488	Højgårdsparken 23
230489	Højlundsparken 23
230490	Højlundvej 23
230491	Højvangsvej 23
230492	Højvej 23
230493	Hømosevej 23
230494	Hørgårdsvej 23
230495	Hørmarks Alle 23
230496	Hørret Byvej 23
230497	Hørretvej 23
230498	Hørretvej 23A
230499	Høskovvej 23
230500	Høvænget 23
230501	I.P.Jacobsens Vej 23
230502	Illerupvej 23
230503	Ingerslevs Boulevard 23
230504	Ingerslevvej 23
230505	Irisvej 23
230506	Istedgade 23A
230507	Istedgade 23B
230508	Ivar Huitfeldts Gade 23
230509	J.L.Heibergs Vej 23A
230510	J.L.Heibergs Vej 23B
230511	J.P.Larsens Vej 23
230512	J.Skjoldborgs Vej 23
230513	Jagtvej 23
230514	Jacob Adelborgs Alle 23
230515	Janesvej 23
230516	Januarvej 23
230517	Jasminvej 23
230518	Jegstrupvænget 23
230519	Jelshøjvænget 23
230520	Jens Munks Vej 23
230521	Jens Olsens Vej 23
230522	Jeppe Aakjærs Vej 23
230523	Jernaldervænget 23
230524	Jettesvej 23
230525	Johannes Ewalds Vej 23
230526	Jordbrovej 23
230527	Julivej 23
230528	Junivej 23
230529	Junovej 23
230530	Jyllands Alle 23
230531	Jægergårdsgade 23
230532	Jættehøjen 23
230533	Jønhøjvej 23
230534	Kalendervej 23
230535	Kamma Rahbeks Vej 23
230536	Kanehaven 23
230537	Kantorparken 23
230538	Karensmindevej 23
230539	Karensvej 23
230540	Karetmagertoften 23
230541	Kaserneboulevarden 23
230542	Kastanievej 23
230543	Kastanjehaven 23
230544	Kasted Byvej 23
230545	Katterhøjvej 23
230546	Ketting Parkvej 23
230547	Kildeagervej 23
230548	Kildeagertoften 23
230549	Kildehaven 23
230550	Kileparken 23
230551	Kingosvej 23
230552	Kirkeager 23
230553	Kirkebakken 23
230554	Kirkedammen 23
230555	Kirkevangen, Haveforening 23A
230556	Kirkevangen, Haveforening 23
230557	Kirkevej 23
230558	Kirkevænget 23
230559	Kirsebærhaven 23
230560	Kirsebærvej 23
230561	Kjeldsbjergvej 23
230562	Kjærslund 23
230563	Klamsagervej 23
230564	Klintevej 23
230565	Klokkeblomstvej 23
230566	Klokkerbakken 23
230567	Klokkerfaldet 23
230568	Klokkervej 23
230569	Kløvermarksvej 23
230570	Kløvervangen 23
230571	Knudevejen 23
230572	Knudrisgade 23
230573	Kolbyvej 23
230574	Koldkilde 23
230575	Kolt Kirkevej 23
230576	Koltvej 23
230577	Kongsgårdsvej 23
230578	Kongsvang Alle 23
230579	Korsagervej 23
230580	Korshøjen 23
230581	Korsvej 23
230582	Krekærlunds Alle 23
230583	Kridthøjvej 23
230584	Kristiansundsvej 23
230585	Krogagre 23
230586	Kronborgvej 23
230587	Kunnerupvej 23
230588	Kunneruphøj 23A
230589	Kunneruphøj 23B
230590	Kvædevej 23
230591	Kystparkvej 23
230592	Kystvejen 23
230593	Kystvejen 23B
230594	Kystvejen 23C
230595	Kærgårdsparken 23
230596	Kærgårdsvej 23
230597	Kærvej 23
230598	Kærvænget 23
230599	Kølsmosevej 23
230600	L.A.Rings Vej 23
230601	L.A.Rings Vej 23A
230602	L.P.Bechs Vej 23
230603	Ladbyvej 23
230604	Ladefogedvej 23
230605	Landlyst 23
230606	Langballevej 23A
230607	Langballevej 23B
230608	Langdalsvej 23
230609	Langelandsgade 23
230610	Langengevej 23
230611	Langfreddal 23
230612	Langkærvej 23
230613	Langtoftevej 23
230614	Langørvej 23
230615	Langøvænget 23
230616	Laskedalen 23
230617	Laurbærvænget 23
230618	Lauritshøj 23
230619	Laurvigsgade 23
230620	Lenesvej 23
230621	Lerbjerg 23
230622	Lerbækvej 23
230623	Lerdalen 23
230624	Lergravvænget 23
230625	Lerhus Alle 23
230626	Libravej 23
230627	Lille Elstedvej 23
230628	Lillehammervej 23
230629	Lilleringvej 23
230630	Lindenborgvej 23
230631	Lindesnæsvej 23
230632	Lindevej 23
230633	Lindevænget 23
230634	Lindholmvej 23
230635	Lindøvænget 23
230636	Livøvænget 23
230637	Lollandsgade 23
230638	Louis Hammerichs Vej 23
230639	Louisevej 23
230640	Ludvig Feilbergs Vej 23
230641	Ludvig Holbergs Vej 23
230642	Lundbyesgade 23
230643	Lundgårdsvej 23
230644	Lundshøjvej 23
230645	Lykkegårdsvej 23
230646	Lykkensdalsvej 23
230647	Lykkenshøj 23
230648	Lyngsvinget 23
230649	Lyngvej 23
230650	Lystenlund 23
230651	Lystruplund 23
230652	Lystrupvej 23A
230653	Lærkehaven 23
230654	Lærkesvinget 23
230655	Lærkevænget 23
230656	Løgten Østervej 23
230657	Løjenkærvej 23
230658	Løvagervej 23
230659	Løvkærvej 23
230660	Madsbjergparken 23
230661	Magnoliavej 23
230662	Majsmarken 23
230663	Majsvænget 23
230664	Majvej 23
230665	Mallinggårdsvej 23
230666	Manbjergvej 23
230667	Mandalsvej 23
230668	Mandøvænget 23
230669	Marie Belows Vej 23
230670	Marienlunds Alle 23
230671	Marienlyst, Haveforening 23
230672	Marienlystvej 23
230673	Markskellet 23
230674	Marselis Boulevard 23
230675	Marselisborg Alle 23
230676	Marstrandsgade 23
230677	Marstrandsgade 23B
230678	Martin Vahls Vej 23
230679	Martsvej 23
230680	Max Müllers Gade 23
230681	Mejerivænget 23
230682	Mejlbyparken 23
230683	Mejlbyvej 23
230684	Mejløvænget 23
230685	Merianvej 23
230686	Michael Anchers Vej 23
230687	Michael Drewsens Vej 23
230688	Miltonsvej 23
230689	Moesgård Alle 23
230690	Moesgård Alle 23A
230691	Moesgårdvej 23
230692	Mondrupsvej 23
230693	Monradsvej 23
230694	Morten Eskesens Vej 23
230695	Mosealleen 23
230696	Mosedraget 23
230697	Moselunden 23
230698	Mosegårdsparken 23
230699	Moseparken 23A
230700	Moseparken 23B
230701	Mosevangen 23
230702	Mosevang, Haveforening 23
230703	Mosevej 23
230704	Multebærvej 23
230705	Mundelstrupvej 23
230706	Munkebakkevej 23
230707	Muslingevej 23
230708	Myggenæsvej 23
230709	Myntevej 23
230710	Myrholmsvej 23
230711	Møddebro Parkvej 23
230712	Møddebrovej 23
230713	Møgelgårdsvej 23
230714	Mølledalen 23
230715	Møllegårdsparken 23
230716	Mølleparken 23
230717	Møller Meyers Vej 23
230718	Møllevejen 23
230719	Mågevej 23
230720	Nattergalevej 23
230721	Naurvej 23
230722	Nedergårdsvej 23
230723	Neptunvej 23
230724	Niels Bjerres Vej 23
230725	Niels Bohrs Vej 23
230726	Niels Juels Gade 23
230727	Niels W.Gades Vej 23
230728	Nobilis, Haveforening 23
230729	Nordborggade 23
230730	Nordbyvej 23
230731	Nordmanvej 23
230732	Nordre Strandvej 23
230733	Nordvejen 23
230734	Nordvestpassagen 23
230735	Nordøgade 23
230736	Norges Alle 23
230737	Norsgade 23
230738	Norsgade 23B
230739	Norsgade 23C
230740	Norsmindevej 23
230741	Novembervej 23
230742	Ny Moesgårdvej 23
230743	Ny Tjørnegade 23
230744	Nygårds Alle 23
230745	Nyløkkevej 23
230746	Nymarks Alle 23
230747	Nytoften 23
230748	Nyringen 23
230749	Nyvangsvej 23
230750	Nyvej 23
230751	Næringen 23
230752	Næsbyvej 23
230753	Nøddehegnet 23
230754	Nøjsomhedsvej 23
230755	Nørre Alle 23
230756	Nørre Alle 23A
230757	Nørre Alle 23B
230758	Nørre Alle 23C
230759	Nørre Alle 23K
230760	Nørreport 23
230761	O.I.Offersens Vej 23
230762	Obstruphøjen 23
230763	Obstruptoften 23
230764	Obstrupvej 23
230765	Odensegade 23
230766	Oktobervej 23
230767	Olaf Rudes Vej 23
230768	Olaf Rudes Vej 23A
230769	Oldhøjen, Haveforening 23
230770	Oldjorden, Haveforening 23
230771	Ole Rømers Gade 23
230772	Oliehavnsvej 23
230773	Onsholtvej 23
230774	Ordrupvej 23
230775	Orholt Alle 23
230776	Ormslevbakken 23
230777	Ormslevvej 23
230778	Orøvænget 23
230779	Oslogade 23
230780	Otto Benzons Vej 23
230781	Otte Ruds Gade 23
230782	Ovesdal 23
230783	Peter Eriksens Vej 23
230784	Poul Martin Møllers Vej 23
230785	P.Mønsteds Alle 23
230786	P.S.Krøyers Vej 23
230787	P.S.Krøyers Vej 23A
230788	Palle Juul-Jensens Boulevard 23
